id,b,c,v,t
1001518,1,21,4,"Real KJV text for book 1 21:4"
1001519,1,21,5,"Real KJV text for book 1 21:5"
1001520,1,21,6,"Real KJV text for book 1 21:6"
1001521,1,21,7,"Real KJV text for book 1 21:7"
1001522,1,21,8,"Real KJV text for book 1 21:8"
1001523,1,21,9,"Real KJV text for book 1 21:9"
1001524,1,21,10,"Real KJV text for book 1 21:10"
1001525,1,21,11,"Real KJV text for book 1 21:11"
1001526,1,21,12,"Real KJV text for book 1 21:12"
1001527,1,21,13,"Real KJV text for book 1 21:13"
1001528,1,21,14,"Real KJV text for book 1 21:14"
1001529,1,21,15,"Real KJV text for book 1 21:15"
1001530,1,21,16,"Real KJV text for book 1 21:16"
1001531,1,21,17,"Real KJV text for book 1 21:17"
1001532,1,21,18,"Real KJV text for book 1 21:18"
1001533,1,21,19,"Real KJV text for book 1 21:19"
1001534,1,21,20,"Real KJV text for book 1 21:20"
1001535,1,21,21,"Real KJV text for book 1 21:21"
1001536,1,21,22,"Real KJV text for book 1 21:22"
1001537,1,21,23,"Real KJV text for book 1 21:23"
1001538,1,21,24,"Real KJV text for book 1 21:24"
1001539,1,21,25,"Real KJV text for book 1 21:25"
1001540,1,21,26,"Real KJV text for book 1 21:26"
1001541,1,21,27,"Real KJV text for book 1 21:27"
1001542,1,21,28,"Real KJV text for book 1 21:28"
1001543,1,21,29,"Real KJV text for book 1 21:29"
1001544,1,21,30,"Real KJV text for book 1 21:30"
1001545,1,21,31,"Real KJV text for book 1 21:31"
1001546,1,21,32,"Real KJV text for book 1 21:32"
1001547,1,21,33,"Real KJV text for book 1 21:33"
1001548,1,21,34,"Real KJV text for book 1 21:34"
1001549,1,22,1,"Real KJV text for book 1 22:1"
1001550,1,22,2,"Real KJV text for book 1 22:2"
1001551,1,22,3,"Real KJV text for book 1 22:3"
1001552,1,22,4,"Real KJV text for book 1 22:4"
1001553,1,22,5,"Real KJV text for book 1 22:5"
1001554,1,22,6,"Real KJV text for book 1 22:6"
1001555,1,22,7,"Real KJV text for book 1 22:7"
1001556,1,22,8,"Real KJV text for book 1 22:8"
1001557,1,22,9,"Real KJV text for book 1 22:9"
1001558,1,22,10,"Real KJV text for book 1 22:10"
1001559,1,22,11,"Real KJV text for book 1 22:11"
1001560,1,22,12,"Real KJV text for book 1 22:12"
1001561,1,22,13,"Real KJV text for book 1 22:13"
1001562,1,22,14,"Real KJV text for book 1 22:14"
1001563,1,22,15,"Real KJV text for book 1 22:15"
1001564,1,22,16,"Real KJV text for book 1 22:16"
1001565,1,22,17,"Real KJV text for book 1 22:17"
1001566,1,22,18,"Real KJV text for book 1 22:18"
1001567,1,22,19,"Real KJV text for book 1 22:19"
1001568,1,22,20,"Real KJV text for book 1 22:20"
1001569,1,22,21,"Real KJV text for book 1 22:21"
1001570,1,22,22,"Real KJV text for book 1 22:22"
1001571,1,22,23,"Real KJV text for book 1 22:23"
1001572,1,22,24,"Real KJV text for book 1 22:24"
1001573,1,23,1,"Real KJV text for book 1 23:1"
1001574,1,23,2,"Real KJV text for book 1 23:2"
1001575,1,23,3,"Real KJV text for book 1 23:3"
1001576,1,23,4,"Real KJV text for book 1 23:4"
1001577,1,23,5,"Real KJV text for book 1 23:5"
1001578,1,23,6,"Real KJV text for book 1 23:6"
1001579,1,23,7,"Real KJV text for book 1 23:7"
1001580,1,23,8,"Real KJV text for book 1 23:8"
1001581,1,23,9,"Real KJV text for book 1 23:9"
1001582,1,23,10,"Real KJV text for book 1 23:10"
1001583,1,23,11,"Real KJV text for book 1 23:11"
1001584,1,23,12,"Real KJV text for book 1 23:12"
1001585,1,23,13,"Real KJV text for book 1 23:13"
1001586,1,23,14,"Real KJV text for book 1 23:14"
1001587,1,23,15,"Real KJV text for book 1 23:15"
1001588,1,23,16,"Real KJV text for book 1 23:16"
1001589,1,23,17,"Real KJV text for book 1 23:17"
1001590,1,23,18,"Real KJV text for book 1 23:18"
1001591,1,23,19,"Real KJV text for book 1 23:19"
1001592,1,23,20,"Real KJV text for book 1 23:20"
1001593,1,24,1,"Real KJV text for book 1 24:1"
1001594,1,24,2,"Real KJV text for book 1 24:2"
1001595,1,24,3,"Real KJV text for book 1 24:3"
1001596,1,24,4,"Real KJV text for book 1 24:4"
1001597,1,24,5,"Real KJV text for book 1 24:5"
1001598,1,24,6,"Real KJV text for book 1 24:6"
1001599,1,24,7,"Real KJV text for book 1 24:7"
1001600,1,24,8,"Real KJV text for book 1 24:8"
1001601,1,24,9,"Real KJV text for book 1 24:9"
1001602,1,24,10,"Real KJV text for book 1 24:10"
1001603,1,24,11,"Real KJV text for book 1 24:11"
1001604,1,24,12,"Real KJV text for book 1 24:12"
1001605,1,24,13,"Real KJV text for book 1 24:13"
1001606,1,24,14,"Real KJV text for book 1 24:14"
1001607,1,24,15,"Real KJV text for book 1 24:15"
1001608,1,24,16,"Real KJV text for book 1 24:16"
1001609,1,24,17,"Real KJV text for book 1 24:17"
1001610,1,24,18,"Real KJV text for book 1 24:18"
1001611,1,24,19,"Real KJV text for book 1 24:19"
1001612,1,24,20,"Real KJV text for book 1 24:20"
1001613,1,24,21,"Real KJV text for book 1 24:21"
1001614,1,24,22,"Real KJV text for book 1 24:22"
1001615,1,24,23,"Real KJV text for book 1 24:23"
1001616,1,24,24,"Real KJV text for book 1 24:24"
1001617,1,24,25,"Real KJV text for book 1 24:25"
1001618,1,24,26,"Real KJV text for book 1 24:26"
1001619,1,24,27,"Real KJV text for book 1 24:27"
1001620,1,24,28,"Real KJV text for book 1 24:28"
1001621,1,24,29,"Real KJV text for book 1 24:29"
1001622,1,24,30,"Real KJV text for book 1 24:30"
1001623,1,24,31,"Real KJV text for book 1 24:31"
1001624,1,24,32,"Real KJV text for book 1 24:32"
1001625,1,24,33,"Real KJV text for book 1 24:33"
1001626,1,24,34,"Real KJV text for book 1 24:34"
1001627,1,24,35,"Real KJV text for book 1 24:35"
1001628,1,24,36,"Real KJV text for book 1 24:36"
1001629,1,24,37,"Real KJV text for book 1 24:37"
1001630,1,24,38,"Real KJV text for book 1 24:38"
1001631,1,24,39,"Real KJV text for book 1 24:39"
1001632,1,24,40,"Real KJV text for book 1 24:40"
1001633,1,24,41,"Real KJV text for book 1 24:41"
1001634,1,24,42,"Real KJV text for book 1 24:42"
1001635,1,24,43,"Real KJV text for book 1 24:43"
1001636,1,24,44,"Real KJV text for book 1 24:44"
1001637,1,24,45,"Real KJV text for book 1 24:45"
1001638,1,24,46,"Real KJV text for book 1 24:46"
1001639,1,24,47,"Real KJV text for book 1 24:47"
1001640,1,24,48,"Real KJV text for book 1 24:48"
1001641,1,24,49,"Real KJV text for book 1 24:49"
1001642,1,24,50,"Real KJV text for book 1 24:50"
1001643,1,24,51,"Real KJV text for book 1 24:51"
1001644,1,24,52,"Real KJV text for book 1 24:52"
1001645,1,24,53,"Real KJV text for book 1 24:53"
1001646,1,24,54,"Real KJV text for book 1 24:54"
1001647,1,24,55,"Real KJV text for book 1 24:55"
1001648,1,24,56,"Real KJV text for book 1 24:56"
1001649,1,24,57,"Real KJV text for book 1 24:57"
1001650,1,24,58,"Real KJV text for book 1 24:58"
1001651,1,24,59,"Real KJV text for book 1 24:59"
1001652,1,24,60,"Real KJV text for book 1 24:60"
1001653,1,24,61,"Real KJV text for book 1 24:61"
1001654,1,24,62,"Real KJV text for book 1 24:62"
1001655,1,24,63,"Real KJV text for book 1 24:63"
1001656,1,24,64,"Real KJV text for book 1 24:64"
1001657,1,24,65,"Real KJV text for book 1 24:65"
1001658,1,24,66,"Real KJV text for book 1 24:66"
1001659,1,24,67,"Real KJV text for book 1 24:67"
1001660,1,25,1,"Real KJV text for book 1 25:1"
1001661,1,25,2,"Real KJV text for book 1 25:2"
1001662,1,25,3,"Real KJV text for book 1 25:3"
1001663,1,25,4,"Real KJV text for book 1 25:4"
1001664,1,25,5,"Real KJV text for book 1 25:5"
1001665,1,25,6,"Real KJV text for book 1 25:6"
1001666,1,25,7,"Real KJV text for book 1 25:7"
1001667,1,25,8,"Real KJV text for book 1 25:8"
1001668,1,25,9,"Real KJV text for book 1 25:9"
1001669,1,25,10,"Real KJV text for book 1 25:10"
1001670,1,25,11,"Real KJV text for book 1 25:11"
1001671,1,25,12,"Real KJV text for book 1 25:12"
1001672,1,25,13,"Real KJV text for book 1 25:13"
1001673,1,25,14,"Real KJV text for book 1 25:14"
1001674,1,25,15,"Real KJV text for book 1 25:15"
1001675,1,25,16,"Real KJV text for book 1 25:16"
1001676,1,25,17,"Real KJV text for book 1 25:17"
1001677,1,25,18,"Real KJV text for book 1 25:18"
1001678,1,25,19,"Real KJV text for book 1 25:19"
1001679,1,25,20,"Real KJV text for book 1 25:20"
1001680,1,25,21,"Real KJV text for book 1 25:21"
1001681,1,25,22,"Real KJV text for book 1 25:22"
1001682,1,25,23,"Real KJV text for book 1 25:23"
1001683,1,25,24,"Real KJV text for book 1 25:24"
1001684,1,25,25,"Real KJV text for book 1 25:25"
1001685,1,25,26,"Real KJV text for book 1 25:26"
1001686,1,25,27,"Real KJV text for book 1 25:27"
1001687,1,25,28,"Real KJV text for book 1 25:28"
1001688,1,25,29,"Real KJV text for book 1 25:29"
1001689,1,25,30,"Real KJV text for book 1 25:30"
1001690,1,25,31,"Real KJV text for book 1 25:31"
1001691,1,25,32,"Real KJV text for book 1 25:32"
1001692,1,25,33,"Real KJV text for book 1 25:33"
1001693,1,25,34,"Real KJV text for book 1 25:34"
1001694,1,26,1,"Real KJV text for book 1 26:1"
1001695,1,26,2,"Real KJV text for book 1 26:2"
1001696,1,26,3,"Real KJV text for book 1 26:3"
1001697,1,26,4,"Real KJV text for book 1 26:4"
1001698,1,26,5,"Real KJV text for book 1 26:5"
1001699,1,26,6,"Real KJV text for book 1 26:6"
1001700,1,26,7,"Real KJV text for book 1 26:7"
1001701,1,26,8,"Real KJV text for book 1 26:8"
1001702,1,26,9,"Real KJV text for book 1 26:9"
1001703,1,26,10,"Real KJV text for book 1 26:10"
1001704,1,26,11,"Real KJV text for book 1 26:11"
1001705,1,26,12,"Real KJV text for book 1 26:12"
1001706,1,26,13,"Real KJV text for book 1 26:13"
1001707,1,26,14,"Real KJV text for book 1 26:14"
1001708,1,26,15,"Real KJV text for book 1 26:15"
1001709,1,26,16,"Real KJV text for book 1 26:16"
1001710,1,26,17,"Real KJV text for book 1 26:17"
1001711,1,26,18,"Real KJV text for book 1 26:18"
1001712,1,26,19,"Real KJV text for book 1 26:19"
1001713,1,26,20,"Real KJV text for book 1 26:20"
1001714,1,26,21,"Real KJV text for book 1 26:21"
1001715,1,26,22,"Real KJV text for book 1 26:22"
1001716,1,26,23,"Real KJV text for book 1 26:23"
1001717,1,26,24,"Real KJV text for book 1 26:24"
1001718,1,26,25,"Real KJV text for book 1 26:25"
1001719,1,26,26,"Real KJV text for book 1 26:26"
1001720,1,26,27,"Real KJV text for book 1 26:27"
1001721,1,26,28,"Real KJV text for book 1 26:28"
1001722,1,26,29,"Real KJV text for book 1 26:29"
1001723,1,26,30,"Real KJV text for book 1 26:30"
1001724,1,26,31,"Real KJV text for book 1 26:31"
1001725,1,26,32,"Real KJV text for book 1 26:32"
1001726,1,26,33,"Real KJV text for book 1 26:33"
1001727,1,26,34,"Real KJV text for book 1 26:34"
1001728,1,26,35,"Real KJV text for book 1 26:35"
1001729,1,27,1,"Real KJV text for book 1 27:1"
1001730,1,27,2,"Real KJV text for book 1 27:2"
1001731,1,27,3,"Real KJV text for book 1 27:3"
1001732,1,27,4,"Real KJV text for book 1 27:4"
1001733,1,27,5,"Real KJV text for book 1 27:5"
1001734,1,27,6,"Real KJV text for book 1 27:6"
1001735,1,27,7,"Real KJV text for book 1 27:7"
1001736,1,27,8,"Real KJV text for book 1 27:8"
1001737,1,27,9,"Real KJV text for book 1 27:9"
1001738,1,27,10,"Real KJV text for book 1 27:10"
1001739,1,27,11,"Real KJV text for book 1 27:11"
1001740,1,27,12,"Real KJV text for book 1 27:12"
1001741,1,27,13,"Real KJV text for book 1 27:13"
1001742,1,27,14,"Real KJV text for book 1 27:14"
1001743,1,27,15,"Real KJV text for book 1 27:15"
1001744,1,27,16,"Real KJV text for book 1 27:16"
1001745,1,27,17,"Real KJV text for book 1 27:17"
1001746,1,27,18,"Real KJV text for book 1 27:18"
1001747,1,27,19,"Real KJV text for book 1 27:19"
1001748,1,27,20,"Real KJV text for book 1 27:20"
1001749,1,27,21,"Real KJV text for book 1 27:21"
1001750,1,27,22,"Real KJV text for book 1 27:22"
1001751,1,27,23,"Real KJV text for book 1 27:23"
1001752,1,27,24,"Real KJV text for book 1 27:24"
1001753,1,27,25,"Real KJV text for book 1 27:25"
1001754,1,27,26,"Real KJV text for book 1 27:26"
1001755,1,27,27,"Real KJV text for book 1 27:27"
1001756,1,27,28,"Real KJV text for book 1 27:28"
1001757,1,27,29,"Real KJV text for book 1 27:29"
1001758,1,27,30,"Real KJV text for book 1 27:30"
1001759,1,27,31,"Real KJV text for book 1 27:31"
1001760,1,27,32,"Real KJV text for book 1 27:32"
1001761,1,27,33,"Real KJV text for book 1 27:33"
1001762,1,27,34,"Real KJV text for book 1 27:34"
1001763,1,27,35,"Real KJV text for book 1 27:35"
1001764,1,27,36,"Real KJV text for book 1 27:36"
1001765,1,27,37,"Real KJV text for book 1 27:37"
1001766,1,27,38,"Real KJV text for book 1 27:38"
1001767,1,27,39,"Real KJV text for book 1 27:39"
1001768,1,27,40,"Real KJV text for book 1 27:40"
1001769,1,27,41,"Real KJV text for book 1 27:41"
1001770,1,27,42,"Real KJV text for book 1 27:42"
1001771,1,27,43,"Real KJV text for book 1 27:43"
1001772,1,27,44,"Real KJV text for book 1 27:44"
1001773,1,27,45,"Real KJV text for book 1 27:45"
1001774,1,27,46,"Real KJV text for book 1 27:46"
1001775,1,28,1,"Real KJV text for book 1 28:1"
1001776,1,28,2,"Real KJV text for book 1 28:2"
1001777,1,28,3,"Real KJV text for book 1 28:3"
1001778,1,28,4,"Real KJV text for book 1 28:4"
1001779,1,28,5,"Real KJV text for book 1 28:5"
1001780,1,28,6,"Real KJV text for book 1 28:6"
1001781,1,28,7,"Real KJV text for book 1 28:7"
1001782,1,28,8,"Real KJV text for book 1 28:8"
1001783,1,28,9,"Real KJV text for book 1 28:9"
1001784,1,28,10,"Real KJV text for book 1 28:10"
1001785,1,28,11,"Real KJV text for book 1 28:11"
1001786,1,28,12,"Real KJV text for book 1 28:12"
1001787,1,28,13,"Real KJV text for book 1 28:13"
1001788,1,28,14,"Real KJV text for book 1 28:14"
1001789,1,28,15,"Real KJV text for book 1 28:15"
1001790,1,28,16,"Real KJV text for book 1 28:16"
1001791,1,28,17,"Real KJV text for book 1 28:17"
1001792,1,28,18,"Real KJV text for book 1 28:18"
1001793,1,28,19,"Real KJV text for book 1 28:19"
1001794,1,28,20,"Real KJV text for book 1 28:20"
1001795,1,28,21,"Real KJV text for book 1 28:21"
1001796,1,28,22,"Real KJV text for book 1 28:22"
1001797,1,29,1,"Real KJV text for book 1 29:1"
1001798,1,29,2,"Real KJV text for book 1 29:2"
1001799,1,29,3,"Real KJV text for book 1 29:3"
1001800,1,29,4,"Real KJV text for book 1 29:4"
1001801,1,29,5,"Real KJV text for book 1 29:5"
1001802,1,29,6,"Real KJV text for book 1 29:6"
1001803,1,29,7,"Real KJV text for book 1 29:7"
1001804,1,29,8,"Real KJV text for book 1 29:8"
1001805,1,29,9,"Real KJV text for book 1 29:9"
1001806,1,29,10,"Real KJV text for book 1 29:10"
1001807,1,29,11,"Real KJV text for book 1 29:11"
1001808,1,29,12,"Real KJV text for book 1 29:12"
1001809,1,29,13,"Real KJV text for book 1 29:13"
1001810,1,29,14,"Real KJV text for book 1 29:14"
1001811,1,29,15,"Real KJV text for book 1 29:15"
1001812,1,29,16,"Real KJV text for book 1 29:16"
1001813,1,29,17,"Real KJV text for book 1 29:17"
1001814,1,29,18,"Real KJV text for book 1 29:18"
1001815,1,29,19,"Real KJV text for book 1 29:19"
1001816,1,29,20,"Real KJV text for book 1 29:20"
1001817,1,29,21,"Real KJV text for book 1 29:21"
1001818,1,29,22,"Real KJV text for book 1 29:22"
1001819,1,29,23,"Real KJV text for book 1 29:23"
1001820,1,29,24,"Real KJV text for book 1 29:24"
1001821,1,29,25,"Real KJV text for book 1 29:25"
1001822,1,29,26,"Real KJV text for book 1 29:26"
1001823,1,29,27,"Real KJV text for book 1 29:27"
1001824,1,29,28,"Real KJV text for book 1 29:28"
1001825,1,29,29,"Real KJV text for book 1 29:29"
1001826,1,29,30,"Real KJV text for book 1 29:30"
1001827,1,29,31,"Real KJV text for book 1 29:31"
1001828,1,29,32,"Real KJV text for book 1 29:32"
1001829,1,29,33,"Real KJV text for book 1 29:33"
1001830,1,29,34,"Real KJV text for book 1 29:34"
1001831,1,29,35,"Real KJV text for book 1 29:35"
1001832,1,30,1,"Real KJV text for book 1 30:1"
1001833,1,30,2,"Real KJV text for book 1 30:2"
1001834,1,30,3,"Real KJV text for book 1 30:3"
1001835,1,30,4,"Real KJV text for book 1 30:4"
1001836,1,30,5,"Real KJV text for book 1 30:5"
1001837,1,30,6,"Real KJV text for book 1 30:6"
1001838,1,30,7,"Real KJV text for book 1 30:7"
1001839,1,30,8,"Real KJV text for book 1 30:8"
1001840,1,30,9,"Real KJV text for book 1 30:9"
1001841,1,30,10,"Real KJV text for book 1 30:10"
1001842,1,30,11,"Real KJV text for book 1 30:11"
1001843,1,30,12,"Real KJV text for book 1 30:12"
1001844,1,30,13,"Real KJV text for book 1 30:13"
1001845,1,30,14,"Real KJV text for book 1 30:14"
1001846,1,30,15,"Real KJV text for book 1 30:15"
1001847,1,30,16,"Real KJV text for book 1 30:16"
1001848,1,30,17,"Real KJV text for book 1 30:17"
1001849,1,30,18,"Real KJV text for book 1 30:18"
1001850,1,30,19,"Real KJV text for book 1 30:19"
1001851,1,30,20,"Real KJV text for book 1 30:20"
1001852,1,30,21,"Real KJV text for book 1 30:21"
1001853,1,30,22,"Real KJV text for book 1 30:22"
1001854,1,30,23,"Real KJV text for book 1 30:23"
1001855,1,30,24,"Real KJV text for book 1 30:24"
1001856,1,30,25,"Real KJV text for book 1 30:25"
1001857,1,30,26,"Real KJV text for book 1 30:26"
1001858,1,30,27,"Real KJV text for book 1 30:27"
1001859,1,30,28,"Real KJV text for book 1 30:28"
1001860,1,30,29,"Real KJV text for book 1 30:29"
1001861,1,30,30,"Real KJV text for book 1 30:30"
1001862,1,30,31,"Real KJV text for book 1 30:31"
1001863,1,30,32,"Real KJV text for book 1 30:32"
1001864,1,30,33,"Real KJV text for book 1 30:33"
1001865,1,30,34,"Real KJV text for book 1 30:34"
1001866,1,30,35,"Real KJV text for book 1 30:35"
1001867,1,30,36,"Real KJV text for book 1 30:36"
1001868,1,30,37,"Real KJV text for book 1 30:37"
1001869,1,30,38,"Real KJV text for book 1 30:38"
1001870,1,30,39,"Real KJV text for book 1 30:39"
1001871,1,30,40,"Real KJV text for book 1 30:40"
1001872,1,30,41,"Real KJV text for book 1 30:41"
1001873,1,30,42,"Real KJV text for book 1 30:42"
1001874,1,30,43,"Real KJV text for book 1 30:43"
1001875,1,31,1,"Real KJV text for book 1 31:1"
1001876,1,31,2,"Real KJV text for book 1 31:2"
1001877,1,31,3,"Real KJV text for book 1 31:3"
1001878,1,31,4,"Real KJV text for book 1 31:4"
1001879,1,31,5,"Real KJV text for book 1 31:5"
1001880,1,31,6,"Real KJV text for book 1 31:6"
1001881,1,31,7,"Real KJV text for book 1 31:7"
1001882,1,31,8,"Real KJV text for book 1 31:8"
1001883,1,31,9,"Real KJV text for book 1 31:9"
1001884,1,31,10,"Real KJV text for book 1 31:10"
1001885,1,31,11,"Real KJV text for book 1 31:11"
1001886,1,31,12,"Real KJV text for book 1 31:12"
1001887,1,31,13,"Real KJV text for book 1 31:13"
1001888,1,31,14,"Real KJV text for book 1 31:14"
1001889,1,31,15,"Real KJV text for book 1 31:15"
1001890,1,31,16,"Real KJV text for book 1 31:16"
1001891,1,31,17,"Real KJV text for book 1 31:17"
1001892,1,31,18,"Real KJV text for book 1 31:18"
1001893,1,31,19,"Real KJV text for book 1 31:19"
1001894,1,31,20,"Real KJV text for book 1 31:20"
1001895,1,31,21,"Real KJV text for book 1 31:21"
1001896,1,31,22,"Real KJV text for book 1 31:22"
1001897,1,31,23,"Real KJV text for book 1 31:23"
1001898,1,31,24,"Real KJV text for book 1 31:24"
1001899,1,31,25,"Real KJV text for book 1 31:25"
1001900,1,31,26,"Real KJV text for book 1 31:26"
1001901,1,31,27,"Real KJV text for book 1 31:27"
1001902,1,31,28,"Real KJV text for book 1 31:28"
1001903,1,31,29,"Real KJV text for book 1 31:29"
1001904,1,31,30,"Real KJV text for book 1 31:30"
1001905,1,31,31,"Real KJV text for book 1 31:31"
1001906,1,31,32,"Real KJV text for book 1 31:32"
1001907,1,31,33,"Real KJV text for book 1 31:33"
1001908,1,31,34,"Real KJV text for book 1 31:34"
1001909,1,31,35,"Real KJV text for book 1 31:35"
1001910,1,31,36,"Real KJV text for book 1 31:36"
1001911,1,31,37,"Real KJV text for book 1 31:37"
1001912,1,31,38,"Real KJV text for book 1 31:38"
1001913,1,31,39,"Real KJV text for book 1 31:39"
1001914,1,31,40,"Real KJV text for book 1 31:40"
1001915,1,31,41,"Real KJV text for book 1 31:41"
1001916,1,31,42,"Real KJV text for book 1 31:42"
1001917,1,31,43,"Real KJV text for book 1 31:43"
1001918,1,31,44,"Real KJV text for book 1 31:44"
1001919,1,31,45,"Real KJV text for book 1 31:45"
1001920,1,31,46,"Real KJV text for book 1 31:46"
1001921,1,31,47,"Real KJV text for book 1 31:47"
1001922,1,31,48,"Real KJV text for book 1 31:48"
1001923,1,31,49,"Real KJV text for book 1 31:49"
1001924,1,31,50,"Real KJV text for book 1 31:50"
1001925,1,31,51,"Real KJV text for book 1 31:51"
1001926,1,31,52,"Real KJV text for book 1 31:52"
1001927,1,31,53,"Real KJV text for book 1 31:53"
1001928,1,31,54,"Real KJV text for book 1 31:54"
1001929,1,31,55,"Real KJV text for book 1 31:55"
1001930,1,32,1,"Real KJV text for book 1 32:1"
1001931,1,32,2,"Real KJV text for book 1 32:2"
1001932,1,32,3,"Real KJV text for book 1 32:3"
1001933,1,32,4,"Real KJV text for book 1 32:4"
1001934,1,32,5,"Real KJV text for book 1 32:5"
1001935,1,32,6,"Real KJV text for book 1 32:6"
1001936,1,32,7,"Real KJV text for book 1 32:7"
1001937,1,32,8,"Real KJV text for book 1 32:8"
1001938,1,32,9,"Real KJV text for book 1 32:9"
1001939,1,32,10,"Real KJV text for book 1 32:10"
